Date,Temp,RH
2019/06/22 23:40,28.0,,
2019/06/22 23:41,28.0,,
2019/06/22 23:42,28.0,,
2019/06/22 23:43,28.0,,
2019/06/22 23:44,28.0,,
2019/06/22 23:45,28.0,,
2019/06/22 23:46,28.0,,
2019/06/22 23:47,28.0,,
2019/06/22 23:48,28.0,,
2019/06/22 23:49,28.0,,
2019/06/22 23:50,28.0,,
2019/06/22 23:51,28.0,,
2019/06/22 23:52,28.0,,
2019/06/22 23:53,28.0,,
2019/06/22 23:54,28.0,,
2019/06/22 23:55,28.0,,
2019/06/22 23:56,28.0,,
2019/06/22 23:57,28.0,,
2019/06/22 23:58,28.0,,
2019/06/22 23:59,28.0,,
2019/06/23 0:00,28.0,,
2019/06/23 0:01,28.0,,
2019/06/23 0:02,28.0,,
2019/06/23 0:03,27.9,,
2019/06/23 0:04,27.9,,
2019/06/23 0:05,27.9,,
2019/06/23 0:06,27.9,,
2019/06/23 0:07,27.9,,
2019/06/23 0:08,27.9,,
2019/06/23 0:09,27.9,,
2019/06/23 0:10,27.9,,
2019/06/23 0:11,27.9,,
2019/06/23 0:12,27.9,,
2019/06/23 0:13,27.9,,
2019/06/23 0:14,27.9,,
2019/06/23 0:15,27.8,,
2019/06/23 0:16,27.8,,
2019/06/23 0:17,27.8,,
2019/06/23 0:18,27.8,,
2019/06/23 0:19,27.8,,
2019/06/23 0:20,27.8,,
2019/06/23 0:21,27.8,,
2019/06/23 0:22,27.8,,
2019/06/23 0:23,27.8,,
2019/06/23 0:24,27.8,,
2019/06/23 0:25,27.8,,
2019/06/23 0:26,27.8,,
2019/06/23 0:27,27.8,,
2019/06/23 0:28,27.8,,
2019/06/23 0:29,27.8,,
2019/06/23 0:30,27.8,,
2019/06/23 0:31,27.8,,
2019/06/23 0:32,27.8,,
2019/06/23 0:33,27.8,,
2019/06/23 0:34,27.8,,
2019/06/23 0:35,27.9,,
2019/06/23 0:36,27.9,,
2019/06/23 0:37,27.9,,
2019/06/23 0:38,27.9,,
2019/06/23 0:39,27.9,,
2019/06/23 0:40,27.9,,
2019/06/23 0:41,27.9,,
2019/06/23 0:42,27.9,,
2019/06/23 0:43,27.9,,
2019/06/23 0:44,27.9,,
