Date,Temp,RH
2019/06/25 0:00,23.8,,
2019/06/25 0:01,23.8,,
2019/06/25 0:02,23.8,,
2019/06/25 0:03,23.8,,
2019/06/25 0:04,23.8,,
2019/06/25 0:05,23.8,,
2019/06/25 0:06,23.7,,
2019/06/25 0:07,23.8,,
2019/06/25 0:08,23.8,,
2019/06/25 0:09,23.8,,
2019/06/25 0:10,23.8,,
2019/06/25 0:11,23.7,,
2019/06/25 0:12,23.7,,
2019/06/25 0:13,23.8,,
2019/06/25 0:14,23.8,,
2019/06/25 0:15,23.8,,
2019/06/25 0:16,23.8,,
2019/06/25 0:17,23.9,,
2019/06/25 0:18,23.9,,
2019/06/25 0:19,23.9,,
2019/06/25 0:20,23.9,,
2019/06/25 0:21,23.9,,
2019/06/25 0:22,23.9,,
2019/06/25 0:23,23.9,,
2019/06/25 0:24,23.9,,
2019/06/25 0:25,23.9,,
2019/06/25 0:26,23.9,,
2019/06/25 0:27,23.9,,
2019/06/25 0:28,23.8,,
2019/06/25 0:29,23.8,,
2019/06/25 0:30,23.9,,
2019/06/25 0:31,23.9,,
2019/06/25 0:32,23.8,,
2019/06/25 0:33,23.8,,
2019/06/25 0:34,23.9,,
2019/06/25 0:35,23.9,,
2019/06/25 0:36,23.9,,
2019/06/25 0:37,23.9,,
2019/06/25 0:38,23.9,,
2019/06/25 0:39,23.9,,
2019/06/25 0:40,23.8,,
2019/06/25 0:41,23.8,,
2019/06/25 0:42,23.8,,
2019/06/25 0:43,23.8,,
2019/06/25 0:44,23.8,,
2019/06/25 0:45,23.8,,
2019/06/25 0:46,23.8,,
2019/06/25 0:47,23.7,,
2019/06/25 0:48,23.7,,
2019/06/25 0:49,23.7,,
2019/06/25 0:50,23.7,,
2019/06/25 0:51,23.7,,
2019/06/25 0:52,23.7,,
2019/06/25 0:53,23.8,,
2019/06/25 0:54,23.8,,
2019/06/25 0:55,23.8,,
2019/06/25 0:56,23.8,,
2019/06/25 0:57,23.8,,
2019/06/25 0:58,23.8,,
2019/06/25 0:59,23.7,,
2019/06/25 1:00,23.8,,
2019/06/25 1:01,23.8,,
2019/06/25 1:02,23.8,,
2019/06/25 1:03,23.8,,
2019/06/25 1:04,23.8,,
2019/06/25 1:05,23.8,,
2019/06/25 1:06,23.8,,
2019/06/25 1:07,23.8,,
2019/06/25 1:08,23.8,,
2019/06/25 1:09,23.8,,
2019/06/25 1:10,23.8,,
2019/06/25 1:11,23.8,,
2019/06/25 1:12,23.8,,
2019/06/25 1:13,23.8,,
