Date,Temp,RH
2019/06/27 0:00,27.1,,
2019/06/27 0:01,27.1,,
2019/06/27 0:02,27.1,,
2019/06/27 0:03,27.1,,
2019/06/27 0:04,27.1,,
2019/06/27 0:05,27.1,,
2019/06/27 0:06,27.1,,
2019/06/27 0:07,27.1,,
2019/06/27 0:08,27.1,,
2019/06/27 0:09,27.1,,
2019/06/27 0:10,27.1,,
2019/06/27 0:11,27.1,,
2019/06/27 0:12,27.2,,
2019/06/27 0:13,27.2,,
2019/06/27 0:14,27.2,,
2019/06/27 0:15,27.2,,
2019/06/27 0:16,27.2,,
2019/06/27 0:17,27.2,,
2019/06/27 0:18,27.2,,
2019/06/27 0:19,27.2,,
2019/06/27 0:20,27.2,,
2019/06/27 0:21,27.2,,
2019/06/27 0:22,27.2,,
2019/06/27 0:23,27.2,,
2019/06/27 0:24,27.2,,
2019/06/27 0:25,27.2,,
2019/06/27 0:26,27.2,,
2019/06/27 0:27,27.2,,
2019/06/27 0:28,27.2,,
2019/06/27 0:29,27.2,,
2019/06/27 0:30,27.2,,
2019/06/27 0:31,27.2,,
2019/06/27 0:32,27.2,,
2019/06/27 0:33,27.2,,
2019/06/27 0:34,27.2,,
2019/06/27 0:35,27.2,,
2019/06/27 0:36,27.2,,
2019/06/27 0:37,27.2,,
2019/06/27 0:38,27.2,,
2019/06/27 0:39,27.2,,
2019/06/27 0:40,27.2,,
2019/06/27 0:41,27.2,,
2019/06/27 0:42,27.2,,
2019/06/27 0:43,27.2,,
2019/06/27 0:44,27.2,,
2019/06/27 0:45,27.2,,
2019/06/27 0:46,27.2,,
2019/06/27 0:47,27.2,,
2019/06/27 0:48,27.2,,
2019/06/27 0:49,27.2,,
2019/06/27 0:50,27.2,,
2019/06/27 0:51,27.2,,
2019/06/27 0:52,27.2,,
2019/06/27 0:53,27.3,,
2019/06/27 0:54,27.3,,
2019/06/27 0:55,27.3,,
2019/06/27 0:56,27.3,,
2019/06/27 0:57,27.4,,
2019/06/27 0:58,27.4,,
2019/06/27 0:59,27.4,,
2019/06/27 1:00,27.4,,
2019/06/27 1:01,27.4,,
2019/06/27 1:02,27.4,,
2019/06/27 1:03,27.4,,
2019/06/27 1:04,27.4,,
2019/06/27 1:05,27.4,,
2019/06/27 1:06,27.4,,
2019/06/27 1:07,27.4,,
2019/06/27 1:08,27.4,,
2019/06/27 1:09,27.4,,
2019/06/27 1:10,27.4,,
2019/06/27 1:11,27.4,,
2019/06/27 1:12,27.4,,
2019/06/27 1:13,27.4,,
2019/06/27 1:14,27.4,,
2019/06/27 1:15,27.4,,
2019/06/27 1:16,27.4,,
2019/06/27 1:17,27.4,,
2019/06/27 1:18,27.4,,
2019/06/27 1:19,27.3,,
2019/06/27 1:20,27.3,,
2019/06/27 1:21,27.3,,
2019/06/27 1:22,27.3,,
2019/06/27 1:23,27.3,,
2019/06/27 1:24,27.3,,
2019/06/27 1:25,27.3,,
2019/06/27 1:26,27.3,,
2019/06/27 1:27,27.3,,
2019/06/27 1:28,27.3,,
2019/06/27 1:29,27.3,,
2019/06/27 1:30,27.3,,
2019/06/27 1:31,27.3,,
2019/06/27 1:32,27.3,,
2019/06/27 1:33,27.4,,
2019/06/27 1:34,27.4,,
2019/06/27 1:35,27.4,,
2019/06/27 1:36,27.4,,
2019/06/27 1:37,27.4,,
2019/06/27 1:38,27.4,,
2019/06/27 1:39,27.4,,
2019/06/27 1:40,27.4,,
2019/06/27 1:41,27.4,,
2019/06/27 1:42,27.4,,
2019/06/27 1:43,27.4,,
2019/06/27 1:44,27.5,,
2019/06/27 1:45,27.5,,
2019/06/27 1:46,27.5,,
2019/06/27 1:47,27.5,,
2019/06/27 1:48,27.5,,
2019/06/27 1:49,27.5,,
2019/06/27 1:50,27.5,,
2019/06/27 1:51,27.5,,
2019/06/27 1:52,27.5,,
2019/06/27 1:53,27.5,,
2019/06/27 1:54,27.5,,
2019/06/27 1:55,27.5,,
2019/06/27 1:56,27.5,,
2019/06/27 1:57,27.5,,
2019/06/27 1:58,27.5,,
2019/06/27 1:59,27.5,,
2019/06/27 2:00,27.5,,
2019/06/27 2:01,27.5,,
2019/06/27 2:02,27.5,,
2019/06/27 2:03,27.4,,
2019/06/27 2:04,27.4,,
2019/06/27 2:05,27.4,,
2019/06/27 2:06,27.4,,
2019/06/27 2:07,27.4,,
2019/06/27 2:08,27.4,,
2019/06/27 2:09,27.4,,
2019/06/27 2:10,27.4,,
2019/06/27 2:11,27.4,,
2019/06/27 2:12,27.4,,
2019/06/27 2:13,27.4,,
2019/06/27 2:14,27.4,,
2019/06/27 2:15,27.4,,
2019/06/27 2:16,27.4,,
2019/06/27 2:17,27.5,,
2019/06/27 2:18,27.5,,
2019/06/27 2:19,27.5,,
2019/06/27 2:20,27.5,,
2019/06/27 2:21,27.5,,
2019/06/27 2:22,27.5,,
2019/06/27 2:23,27.5,,
2019/06/27 2:24,27.5,,
2019/06/27 2:25,27.5,,
2019/06/27 2:26,27.5,,
2019/06/27 2:27,27.5,,
2019/06/27 2:28,27.5,,
2019/06/27 2:29,27.5,,
2019/06/27 2:30,27.5,,
2019/06/27 2:31,27.5,,
2019/06/27 2:32,27.5,,
2019/06/27 2:33,27.5,,
2019/06/27 2:34,27.5,,
2019/06/27 2:35,27.5,,
2019/06/27 2:36,27.5,,
2019/06/27 2:37,27.5,,
2019/06/27 2:38,27.5,,
2019/06/27 2:39,27.5,,
2019/06/27 2:40,27.5,,
2019/06/27 2:41,27.5,,
2019/06/27 2:42,27.4,,
2019/06/27 2:43,27.4,,
2019/06/27 2:44,27.4,,
2019/06/27 2:45,27.4,,
2019/06/27 2:46,27.4,,
2019/06/27 2:47,27.4,,
2019/06/27 2:48,27.4,,
2019/06/27 2:49,27.5,,
2019/06/27 2:50,27.5,,
2019/06/27 2:51,27.5,,
2019/06/27 2:52,27.5,,
2019/06/27 2:53,27.5,,
2019/06/27 2:54,27.6,,
2019/06/27 2:55,27.6,,
2019/06/27 2:56,27.6,,
2019/06/27 2:57,27.6,,
2019/06/27 2:58,27.6,,
2019/06/27 2:59,27.6,,
2019/06/27 3:00,27.6,,
2019/06/27 3:01,27.6,,
2019/06/27 3:02,27.7,,
2019/06/27 3:03,27.7,,
2019/06/27 3:04,27.7,,
2019/06/27 3:05,27.8,,
2019/06/27 3:06,27.8,,
2019/06/27 3:07,27.8,,
2019/06/27 3:08,27.8,,
2019/06/27 3:09,27.8,,
2019/06/27 3:10,27.8,,
2019/06/27 3:11,27.9,,
2019/06/27 3:12,27.9,,
2019/06/27 3:13,27.9,,
2019/06/27 3:14,27.9,,
2019/06/27 3:15,27.9,,
2019/06/27 3:16,27.9,,
2019/06/27 3:17,27.9,,
2019/06/27 3:18,27.9,,
2019/06/27 3:19,27.9,,
2019/06/27 3:20,27.9,,
2019/06/27 3:21,27.9,,
2019/06/27 3:22,27.9,,
2019/06/27 3:23,27.9,,
2019/06/27 3:24,27.9,,
2019/06/27 3:25,27.8,,
2019/06/27 3:26,27.8,,
2019/06/27 3:27,27.9,,
2019/06/27 3:28,27.9,,
2019/06/27 3:29,27.9,,
2019/06/27 3:30,27.8,,
2019/06/27 3:31,27.8,,
2019/06/27 3:32,27.8,,
2019/06/27 3:33,27.8,,
2019/06/27 3:34,27.8,,
2019/06/27 3:35,27.8,,
2019/06/27 3:36,27.8,,
2019/06/27 3:37,27.8,,
2019/06/27 3:38,27.8,,
2019/06/27 3:39,27.8,,
2019/06/27 3:40,27.8,,
2019/06/27 3:41,27.7,,
2019/06/27 3:42,27.7,,
2019/06/27 3:43,27.7,,
2019/06/27 3:44,27.7,,
2019/06/27 3:45,27.7,,
2019/06/27 3:46,27.7,,
2019/06/27 3:47,27.7,,
2019/06/27 3:48,27.7,,
2019/06/27 3:49,27.7,,
2019/06/27 3:50,27.7,,
2019/06/27 3:51,27.7,,
2019/06/27 3:52,27.7,,
2019/06/27 3:53,27.7,,
2019/06/27 3:54,27.7,,
2019/06/27 3:55,27.7,,
2019/06/27 3:56,27.7,,
2019/06/27 3:57,27.7,,
2019/06/27 3:58,27.7,,
2019/06/27 3:59,27.8,,
2019/06/27 4:00,27.8,,
2019/06/27 4:01,27.8,,
2019/06/27 4:02,27.8,,
2019/06/27 4:03,27.8,,
2019/06/27 4:04,27.8,,
2019/06/27 4:05,27.8,,
2019/06/27 4:06,27.8,,
2019/06/27 4:07,27.8,,
2019/06/27 4:08,27.8,,
2019/06/27 4:09,27.8,,
2019/06/27 4:10,27.8,,
2019/06/27 4:11,27.8,,
2019/06/27 4:12,27.8,,
2019/06/27 4:13,27.8,,
2019/06/27 4:14,27.8,,
2019/06/27 4:15,27.8,,
2019/06/27 4:16,27.8,,
2019/06/27 4:17,27.7,,
2019/06/27 4:18,27.7,,
2019/06/27 4:19,27.8,,
2019/06/27 4:20,27.8,,
2019/06/27 4:21,27.7,,
2019/06/27 4:22,27.7,,
2019/06/27 4:23,27.7,,
2019/06/27 4:24,27.7,,
2019/06/27 4:25,27.7,,
2019/06/27 4:26,27.7,,
2019/06/27 4:27,27.7,,
2019/06/27 4:28,27.7,,
2019/06/27 4:29,27.7,,
2019/06/27 4:30,27.6,,
2019/06/27 4:31,27.6,,
2019/06/27 4:32,27.6,,
2019/06/27 4:33,27.6,,
2019/06/27 4:34,27.6,,
2019/06/27 4:35,27.6,,
2019/06/27 4:36,27.6,,
2019/06/27 4:37,27.6,,
2019/06/27 4:38,27.6,,
2019/06/27 4:39,27.6,,
2019/06/27 4:40,27.6,,
2019/06/27 4:41,27.6,,
2019/06/27 4:42,27.6,,
2019/06/27 4:43,27.6,,
2019/06/27 4:44,27.6,,
2019/06/27 4:45,27.6,,
2019/06/27 4:46,27.6,,
2019/06/27 4:47,27.6,,
2019/06/27 4:48,27.6,,
2019/06/27 4:49,27.6,,
2019/06/27 4:50,27.6,,
2019/06/27 4:51,27.6,,
2019/06/27 4:52,27.6,,
2019/06/27 4:53,27.6,,
