Date,Temp,RH
2019/10/03 1:59,26.0,89
2019/10/03 2:00,26.0,89
2019/10/03 2:01,26.0,89
2019/10/03 2:02,26.0,89
2019/10/03 2:03,26.0,88
2019/10/03 2:04,26.0,89
2019/10/03 2:05,26.0,89
2019/10/03 2:06,26.0,89
2019/10/03 2:07,26.0,88
2019/10/03 2:08,26.0,88
2019/10/03 2:09,26.0,88
2019/10/03 2:10,26.1,86
2019/10/03 2:11,26.1,86
2019/10/03 2:12,26.1,87
2019/10/03 2:13,26.1,87
2019/10/03 2:14,26.0,88
2019/10/03 2:15,26.0,88
2019/10/03 2:16,26.0,87
2019/10/03 2:17,26.0,87
2019/10/03 2:18,26.0,87
2019/10/03 2:19,26.0,87
2019/10/03 2:20,26.0,87
2019/10/03 2:21,26.0,86
2019/10/03 2:22,26.0,86
2019/10/03 2:23,26.0,86
2019/10/03 2:24,26.0,86
2019/10/03 2:25,26.0,86
2019/10/03 2:26,26.0,86
2019/10/03 2:27,26.0,86
2019/10/03 2:28,26.0,86
2019/10/03 2:29,26.1,86
2019/10/03 2:30,26.1,86
2019/10/03 2:31,26.0,86
2019/10/03 2:32,26.0,86
2019/10/03 2:33,26.0,86
2019/10/03 2:34,26.1,85
2019/10/03 2:35,26.1,85
2019/10/03 2:36,26.1,86
2019/10/03 2:37,26.0,86
2019/10/03 2:38,26.0,86
2019/10/03 2:39,26.0,86
2019/10/03 2:40,26.0,86
2019/10/03 2:41,25.9,87
2019/10/03 2:42,25.9,88
2019/10/03 2:43,25.9,88
2019/10/03 2:44,25.9,87
2019/10/03 2:45,25.9,88
2019/10/03 2:46,25.9,88
2019/10/03 2:47,,,
2019/10/03 2:48,25.9,88
2019/10/03 2:49,,,
2019/10/03 2:50,,,
2019/10/03 2:51,,,
2019/10/03 2:52,,,
2019/10/03 2:53,,,
2019/10/03 2:54,26.0,86
2019/10/03 2:55,,,
2019/10/03 2:56,,,
2019/10/03 2:57,,,
2019/10/03 2:58,26.0,85
2019/10/03 2:59,,,
2019/10/03 3:00,,,
2019/10/03 3:01,,,
2019/10/03 3:02,,,
2019/10/03 3:03,,,
2019/10/03 3:04,,,
2019/10/03 3:05,,,
2019/10/03 3:06,,,
2019/10/03 3:07,,,
2019/10/03 3:08,,,
2019/10/03 3:09,,,
2019/10/03 3:10,25.9,86
2019/10/03 3:11,,,
2019/10/03 3:12,,,
2019/10/03 3:13,,,
2019/10/03 3:14,,,
2019/10/03 3:15,,,
2019/10/03 3:16,,,
2019/10/03 3:17,,,
2019/10/03 3:18,,,
2019/10/03 3:19,,,
2019/10/03 3:20,,,
2019/10/03 3:21,,,
2019/10/03 3:22,,,
2019/10/03 3:23,,,
2019/10/03 3:24,,,
2019/10/03 3:25,,,
2019/10/03 3:26,,,
2019/10/03 3:27,,,
2019/10/03 3:28,,,
2019/10/03 3:29,,,
2019/10/03 3:30,,,
2019/10/03 3:31,,,
2019/10/03 3:32,,,
2019/10/03 3:33,,,
2019/10/03 3:34,,,
2019/10/03 3:35,,,
2019/10/03 3:36,,,
2019/10/03 3:37,,,
2019/10/03 3:38,,,
2019/10/03 3:39,,,
2019/10/03 3:40,,,
2019/10/03 3:41,,,
2019/10/03 3:42,,,
2019/10/03 3:43,,,
2019/10/03 3:44,,,
2019/10/03 3:45,,,
2019/10/03 3:46,,,
2019/10/03 3:47,,,
2019/10/03 3:48,,,
2019/10/03 3:49,,,
2019/10/03 3:50,,,
2019/10/03 3:51,,,
2019/10/03 3:52,,,
2019/10/03 3:53,,,
2019/10/03 3:54,,,
2019/10/03 3:55,,,
2019/10/03 3:56,,,
2019/10/03 3:57,,,
2019/10/03 3:58,,,
2019/10/03 3:59,,,
2019/10/03 4:00,,,
2019/10/03 4:01,,,
2019/10/03 4:02,,,
2019/10/03 4:03,,,
2019/10/03 4:04,,,
2019/10/03 4:05,,,
2019/10/03 4:06,,,
2019/10/03 4:07,,,
2019/10/03 4:08,,,
2019/10/03 4:09,,,
2019/10/03 4:10,,,
2019/10/03 4:11,,,
2019/10/03 4:12,,,
2019/10/03 4:13,,,
2019/10/03 4:14,,,
2019/10/03 4:15,,,
2019/10/03 4:16,,,
2019/10/03 4:17,,,
2019/10/03 4:18,,,
2019/10/03 4:19,,,
2019/10/03 4:20,,,
2019/10/03 4:21,,,
2019/10/03 4:22,,,
2019/10/03 4:23,,,
2019/10/03 4:24,25.9,87
2019/10/03 4:25,,,
2019/10/03 4:26,,,
2019/10/03 4:27,,,
2019/10/03 4:28,,,
2019/10/03 4:29,,,
2019/10/03 4:30,,,
2019/10/03 4:31,,,
2019/10/03 4:32,,,
2019/10/03 4:33,,,
2019/10/03 4:34,,,
2019/10/03 4:35,,,
2019/10/03 4:36,,,
2019/10/03 4:37,25.9,86
2019/10/03 4:38,,,
2019/10/03 4:39,,,
2019/10/03 4:40,,,
2019/10/03 4:41,,,
2019/10/03 4:42,,,
2019/10/03 4:43,,,
2019/10/03 4:44,,,
2019/10/03 4:45,,,
2019/10/03 4:46,25.8,87
2019/10/03 4:47,,,
2019/10/03 4:48,,,
2019/10/03 4:49,,,
2019/10/03 4:50,,,
2019/10/03 4:51,,,
2019/10/03 4:52,,,
2019/10/03 4:53,,,
2019/10/03 4:54,,,
2019/10/03 4:55,,,
2019/10/03 4:56,,,
2019/10/03 4:57,,,
2019/10/03 4:58,,,
2019/10/03 4:59,,,
2019/10/03 5:00,,,
2019/10/03 5:01,,,
2019/10/03 5:02,,,
2019/10/03 5:03,,,
2019/10/03 5:04,,,
2019/10/03 5:05,,,
2019/10/03 5:06,,,
2019/10/03 5:07,,,
2019/10/03 5:08,,,
2019/10/03 5:09,,,
2019/10/03 5:10,,,
2019/10/03 5:11,,,
2019/10/03 5:12,,,
2019/10/03 5:13,,,
2019/10/03 5:14,,,
2019/10/03 5:15,,,
2019/10/03 5:16,,,
2019/10/03 5:17,,,
2019/10/03 5:18,,,
2019/10/03 5:19,,,
2019/10/03 5:20,,,
2019/10/03 5:21,,,
2019/10/03 5:22,,,
2019/10/03 5:23,,,
2019/10/03 5:24,,,
2019/10/03 5:25,,,
2019/10/03 5:26,,,
2019/10/03 5:27,,,
2019/10/03 5:28,,,
2019/10/03 5:29,,,
2019/10/03 5:30,,,
2019/10/03 5:31,,87
2019/10/03 5:32,,,
2019/10/03 5:33,25.6,87
2019/10/03 5:34,,,
2019/10/03 5:35,,,
2019/10/03 5:36,,,
2019/10/03 5:37,25.7,86
2019/10/03 5:38,,,
2019/10/03 5:39,,,
2019/10/03 5:40,,,
2019/10/03 5:41,,,
2019/10/03 5:42,,,
2019/10/03 5:43,25.7,85
2019/10/03 5:44,,,
2019/10/03 5:45,,,
2019/10/03 5:46,,,
2019/10/03 5:47,,,
2019/10/03 5:48,25.7,85
2019/10/03 5:49,,,
2019/10/03 5:50,,,
2019/10/03 5:51,,,
2019/10/03 5:52,25.7,86
2019/10/03 5:53,,,
2019/10/03 5:54,,,
2019/10/03 5:55,,,
2019/10/03 5:56,,,
2019/10/03 5:57,,,
2019/10/03 5:58,,,
2019/10/03 5:59,,,
2019/10/03 6:00,,,
2019/10/03 6:01,,,
2019/10/03 6:02,,,
2019/10/03 6:03,,,
2019/10/03 6:04,,,
2019/10/03 6:05,,,
2019/10/03 6:06,,,
2019/10/03 6:07,,,
2019/10/03 6:08,,,
2019/10/03 6:09,25.6,85
2019/10/03 6:10,,,
2019/10/03 6:11,,,
2019/10/03 6:12,25.6,84
2019/10/03 6:13,,,
2019/10/03 6:14,,,
2019/10/03 6:15,,,
2019/10/03 6:16,,,
2019/10/03 6:17,,,
2019/10/03 6:18,,,
2019/10/03 6:19,,,
2019/10/03 6:20,,,
2019/10/03 6:21,,,
2019/10/03 6:22,,,
2019/10/03 6:23,,,
2019/10/03 6:24,,,
2019/10/03 6:25,,,
2019/10/03 6:26,,,
2019/10/03 6:27,,,
2019/10/03 6:28,,,
2019/10/03 6:29,,,
2019/10/03 6:30,,,
2019/10/03 6:31,,,
2019/10/03 6:32,,,
2019/10/03 6:33,,,
2019/10/03 6:34,,,
2019/10/03 6:35,,,
2019/10/03 6:36,,,
2019/10/03 6:37,,,
2019/10/03 6:38,,,
2019/10/03 6:39,,,
2019/10/03 6:40,,,
2019/10/03 6:41,,,
2019/10/03 6:42,,,
2019/10/03 6:43,25.5,85
2019/10/03 6:44,,,
2019/10/03 6:45,25.5,85
2019/10/03 6:46,,,
2019/10/03 6:47,,,
2019/10/03 6:48,,,
2019/10/03 6:49,,,
2019/10/03 6:50,,,
2019/10/03 6:51,,,
2019/10/03 6:52,25.7,84
2019/10/03 6:53,,,
2019/10/03 6:54,,,
2019/10/03 6:55,25.6,85
2019/10/03 6:56,,,
2019/10/03 6:57,25.7,84
2019/10/03 6:58,,,
2019/10/03 6:59,,,
2019/10/03 7:00,25.7,83
2019/10/03 7:01,25.7,83
2019/10/03 7:02,,,
2019/10/03 7:03,25.8,83
2019/10/03 7:04,,,
2019/10/03 7:05,25.8,84
2019/10/03 7:06,25.7,85
2019/10/03 7:07,25.8,84
2019/10/03 7:08,,,
2019/10/03 7:09,25.8,84
2019/10/03 7:10,,,
2019/10/03 7:11,25.8,84
2019/10/03 7:12,,,
2019/10/03 7:13,25.8,84
2019/10/03 7:14,,,
2019/10/03 7:15,,,
2019/10/03 7:16,,,
2019/10/03 7:17,25.9,83
2019/10/03 7:18,,,
2019/10/03 7:19,,,
2019/10/03 7:20,,,
2019/10/03 7:21,,,
2019/10/03 7:22,,,
2019/10/03 7:23,,,
2019/10/03 7:24,25.9,83
2019/10/03 7:25,,,
2019/10/03 7:26,,,
2019/10/03 7:27,,,
2019/10/03 7:28,,,
2019/10/03 7:29,,,
2019/10/03 7:30,,,
2019/10/03 7:31,,,
2019/10/03 7:32,,,
2019/10/03 7:33,,,
2019/10/03 7:34,,,
2019/10/03 7:35,,,
2019/10/03 7:36,,,
2019/10/03 7:37,,,
2019/10/03 7:38,,,
2019/10/03 7:39,,,
2019/10/03 7:40,,,
2019/10/03 7:41,,,
2019/10/03 7:42,,,
2019/10/03 7:43,,,
2019/10/03 7:44,,,
2019/10/03 7:45,,,
2019/10/03 7:46,,,
2019/10/03 7:47,,,
2019/10/03 7:48,,,
2019/10/03 7:49,,,
2019/10/03 7:50,,,
2019/10/03 7:51,26.2,83
2019/10/03 7:52,26.2,83
2019/10/03 7:53,26.2,83
2019/10/03 7:54,26.3,83
2019/10/03 7:55,26.3,83
2019/10/03 7:56,26.3,84
2019/10/03 7:57,26.3,84
2019/10/03 7:58,26.3,84
2019/10/03 7:59,26.4,83
2019/10/03 8:00,26.4,83
2019/10/03 8:01,26.4,83
2019/10/03 8:02,26.4,83
2019/10/03 8:03,26.5,82
2019/10/03 8:04,26.5,83
2019/10/03 8:05,26.6,82
2019/10/03 8:06,26.6,82
2019/10/03 8:07,26.6,83
2019/10/03 8:08,26.6,83
2019/10/03 8:09,26.7,82
2019/10/03 8:10,26.7,82
2019/10/03 8:11,26.8,82
2019/10/03 8:12,26.8,83
2019/10/03 8:13,26.8,82
2019/10/03 8:14,26.8,82
2019/10/03 8:15,26.7,83
2019/10/03 8:16,26.7,82
2019/10/03 8:17,26.8,81
2019/10/03 8:18,26.8,81
2019/10/03 8:19,26.9,80
2019/10/03 8:20,26.9,81
2019/10/03 8:21,26.9,81
2019/10/03 8:22,26.9,81
2019/10/03 8:23,26.9,81
2019/10/03 8:24,26.9,81
2019/10/03 8:25,26.9,81
2019/10/03 8:26,26.9,81
2019/10/03 8:27,26.9,82
2019/10/03 8:28,26.9,82
2019/10/03 8:29,26.9,82
2019/10/03 8:30,26.9,82
2019/10/03 8:31,27.0,81
2019/10/03 8:32,27.0,82
2019/10/03 8:33,27.0,82
2019/10/03 8:34,27.0,81
2019/10/03 8:35,27.1,81
2019/10/03 8:36,27.1,80
2019/10/03 8:37,27.1,80
2019/10/03 8:38,27.2,79
2019/10/03 8:39,27.2,79
2019/10/03 8:40,27.2,79
2019/10/03 8:41,27.3,79
2019/10/03 8:42,27.3,79
2019/10/03 8:43,27.3,79
2019/10/03 8:44,27.3,79
2019/10/03 8:45,27.3,79
2019/10/03 8:46,27.4,79
2019/10/03 8:47,27.4,79
2019/10/03 8:48,27.4,79
2019/10/03 8:49,27.4,79
2019/10/03 8:50,27.4,79
2019/10/03 8:51,27.4,79
2019/10/03 8:52,27.4,79
2019/10/03 8:53,27.5,77
2019/10/03 8:54,27.5,77
2019/10/03 8:55,27.5,77
2019/10/03 8:56,27.5,78
2019/10/03 8:57,27.5,77
2019/10/03 8:58,27.6,77
2019/10/03 8:59,27.6,78
2019/10/03 9:00,27.7,78
2019/10/03 9:01,27.7,77
2019/10/03 9:02,27.7,77
2019/10/03 9:03,27.7,77
2019/10/03 9:04,27.7,77
2019/10/03 9:05,27.6,78
2019/10/03 9:06,27.7,77
2019/10/03 9:07,27.7,76
2019/10/03 9:08,27.7,76
2019/10/03 9:09,27.8,76
2019/10/03 9:10,27.8,77
2019/10/03 9:11,27.8,77
2019/10/03 9:12,27.9,76
2019/10/03 9:13,27.9,75
2019/10/03 9:14,27.9,75
2019/10/03 9:15,28.0,75
2019/10/03 9:16,28.0,75
2019/10/03 9:17,28.0,75
2019/10/03 9:18,28.0,76
2019/10/03 9:19,28.0,75
2019/10/03 9:20,28.1,75
2019/10/03 9:21,28.1,75
2019/10/03 9:22,28.2,75
2019/10/03 9:23,28.3,75
2019/10/03 9:24,28.3,74
2019/10/03 9:25,28.3,75
2019/10/03 9:26,28.3,75
2019/10/03 9:27,28.4,74
2019/10/03 9:28,28.4,74
2019/10/03 9:29,28.4,75
2019/10/03 9:30,28.5,75
2019/10/03 9:31,28.6,74
2019/10/03 9:32,28.6,74
2019/10/03 9:33,28.6,74
2019/10/03 9:34,28.6,74
2019/10/03 9:35,28.7,74
2019/10/03 9:36,28.7,74
2019/10/03 9:37,28.8,75
2019/10/03 9:38,28.8,75
2019/10/03 9:39,28.8,76
2019/10/03 9:40,28.9,74
2019/10/03 9:41,28.9,73
2019/10/03 9:42,29.0,72
2019/10/03 9:43,29.0,72
2019/10/03 9:44,29.0,72
2019/10/03 9:45,29.1,72
2019/10/03 9:46,29.1,72
2019/10/03 9:47,29.2,71
2019/10/03 9:48,29.2,72
2019/10/03 9:49,29.1,73
2019/10/03 9:50,29.1,72
2019/10/03 9:51,29.1,73
2019/10/03 9:52,29.1,73
2019/10/03 9:53,29.0,73
2019/10/03 9:54,29.0,72
2019/10/03 9:55,29.0,72
2019/10/03 9:56,29.1,72
2019/10/03 9:57,29.1,72
2019/10/03 9:58,29.1,72
2019/10/03 9:59,29.1,72
2019/10/03 10:00,29.1,73
2019/10/03 10:01,29.1,73
2019/10/03 10:02,29.2,73
2019/10/03 10:03,29.2,73
2019/10/03 10:04,29.2,72
2019/10/03 10:05,29.2,72
2019/10/03 10:06,29.2,73
2019/10/03 10:07,29.2,73
2019/10/03 10:08,29.2,73
2019/10/03 10:09,29.3,73
2019/10/03 10:10,29.3,73
2019/10/03 10:11,29.3,73
2019/10/03 10:12,29.3,71
2019/10/03 10:13,29.3,69
2019/10/03 10:14,29.2,69
2019/10/03 10:15,29.1,69
2019/10/03 10:16,29.2,70
2019/10/03 10:17,29.1,70
2019/10/03 10:18,29.1,70
2019/10/03 10:19,29.2,70
2019/10/03 10:20,29.2,70
2019/10/03 10:21,29.2,71
2019/10/03 10:22,29.2,69
2019/10/03 10:23,29.2,69
2019/10/03 10:24,29.2,69
2019/10/03 10:25,29.2,69
2019/10/03 10:26,29.2,69
2019/10/03 10:27,29.2,69
2019/10/03 10:28,29.2,69
2019/10/03 10:29,29.3,69
2019/10/03 10:30,29.3,70
2019/10/03 10:31,29.3,70
2019/10/03 10:32,29.4,71
2019/10/03 10:33,29.4,70
2019/10/03 10:34,29.5,71
2019/10/03 10:35,29.5,71
2019/10/03 10:36,29.6,70
2019/10/03 10:37,29.6,71
2019/10/03 10:38,29.7,70
2019/10/03 10:39,29.7,70
2019/10/03 10:40,29.7,69
2019/10/03 10:41,29.7,68
2019/10/03 10:42,29.7,68
2019/10/03 10:43,29.8,68
2019/10/03 10:44,29.8,68
2019/10/03 10:45,29.8,68
2019/10/03 10:46,29.8,68
2019/10/03 10:47,29.8,68
2019/10/03 10:48,29.8,68
2019/10/03 10:49,29.8,68
2019/10/03 10:50,29.9,69
2019/10/03 10:51,29.9,68
2019/10/03 10:52,29.9,68
2019/10/03 10:53,29.9,68
2019/10/03 10:54,30.0,68
2019/10/03 10:55,30.0,69
2019/10/03 10:56,30.0,68
2019/10/03 10:57,30.0,67
2019/10/03 10:58,29.9,66
2019/10/03 10:59,29.9,67
2019/10/03 11:00,30.0,68
2019/10/03 11:01,30.0,68
2019/10/03 11:02,30.0,68
2019/10/03 11:03,30.1,68
2019/10/03 11:04,30.2,68
2019/10/03 11:05,30.1,66
2019/10/03 11:06,30.1,65
2019/10/03 11:07,30.1,67
2019/10/03 11:08,30.1,68
2019/10/03 11:09,30.1,67
2019/10/03 11:10,30.1,67
2019/10/03 11:11,30.2,67
2019/10/03 11:12,30.2,67
2019/10/03 11:13,30.3,69
2019/10/03 11:14,30.4,68
2019/10/03 11:15,30.5,69
2019/10/03 11:16,30.6,69
2019/10/03 11:17,30.7,68
2019/10/03 11:18,30.7,68
2019/10/03 11:19,30.7,68
2019/10/03 11:20,30.7,68
2019/10/03 11:21,30.7,66
2019/10/03 11:22,30.8,66
2019/10/03 11:23,30.9,66
2019/10/03 11:24,31.0,67
2019/10/03 11:25,31.1,67
2019/10/03 11:26,31.1,67
2019/10/03 11:27,31.2,66
2019/10/03 11:28,31.2,65
2019/10/03 11:29,31.2,66
2019/10/03 11:30,31.4,67
2019/10/03 11:31,31.5,67
2019/10/03 11:32,31.4,64
2019/10/03 11:33,31.5,63
2019/10/03 11:34,31.5,63
2019/10/03 11:35,31.5,63
2019/10/03 11:36,31.6,64
2019/10/03 11:37,31.7,65
2019/10/03 11:38,31.8,66
2019/10/03 11:39,31.8,66
2019/10/03 11:40,31.9,65
2019/10/03 11:41,32.0,65
2019/10/03 11:42,32.0,65
2019/10/03 11:43,32.1,64
2019/10/03 11:44,32.1,63
2019/10/03 11:45,32.1,63
2019/10/03 11:46,32.2,63
2019/10/03 11:47,32.2,64
2019/10/03 11:48,32.3,64
2019/10/03 11:49,32.4,64
2019/10/03 11:50,32.5,64
2019/10/03 11:51,32.5,64
2019/10/03 11:52,32.5,64
2019/10/03 11:53,32.6,63
2019/10/03 11:54,32.7,63
2019/10/03 11:55,32.7,63
2019/10/03 11:56,32.7,62
2019/10/03 11:57,32.7,61
2019/10/03 11:58,32.8,61
2019/10/03 11:59,32.7,59
2019/10/03 12:00,32.7,60
2019/10/03 12:01,32.6,61
2019/10/03 12:02,32.7,62
2019/10/03 12:03,32.8,62
2019/10/03 12:04,32.8,63
2019/10/03 12:05,32.9,62
2019/10/03 12:06,32.9,62
2019/10/03 12:07,32.8,62
2019/10/03 12:08,32.8,61
2019/10/03 12:09,32.7,61
2019/10/03 12:10,32.8,61
2019/10/03 12:11,32.8,62
2019/10/03 12:12,32.8,63
2019/10/03 12:13,32.8,62
2019/10/03 12:14,32.8,62
2019/10/03 12:15,32.8,61
2019/10/03 12:16,32.8,61
2019/10/03 12:17,32.9,62
2019/10/03 12:18,32.9,62
2019/10/03 12:19,33.0,62
2019/10/03 12:20,33.1,63
2019/10/03 12:21,33.2,62
2019/10/03 12:22,33.1,61
2019/10/03 12:23,33.2,61
2019/10/03 12:24,33.3,62
2019/10/03 12:25,33.3,62
2019/10/03 12:26,33.3,62
2019/10/03 12:27,33.4,61
2019/10/03 12:28,33.4,60
2019/10/03 12:29,33.4,60
2019/10/03 12:30,33.4,60
2019/10/03 12:31,33.5,61
2019/10/03 12:32,33.4,61
2019/10/03 12:33,33.4,60
2019/10/03 12:34,33.4,61
2019/10/03 12:35,33.4,62
2019/10/03 12:36,33.4,62
2019/10/03 12:37,33.5,62
2019/10/03 12:38,33.5,62
2019/10/03 12:39,33.5,62
2019/10/03 12:40,33.5,60
2019/10/03 12:41,33.5,61
2019/10/03 12:42,33.5,62
2019/10/03 12:43,33.5,62
2019/10/03 12:44,33.5,63
2019/10/03 12:45,33.5,62
2019/10/03 12:46,33.4,61
2019/10/03 12:47,33.4,61
2019/10/03 12:48,33.5,61
2019/10/03 12:49,33.5,61
2019/10/03 12:50,33.6,62
2019/10/03 12:51,33.6,63
2019/10/03 12:52,33.6,62
2019/10/03 12:53,33.6,60
2019/10/03 12:54,33.6,60
2019/10/03 12:55,33.7,60
2019/10/03 12:56,33.7,61
2019/10/03 12:57,33.7,60
2019/10/03 12:58,33.7,61
2019/10/03 12:59,33.7,62
2019/10/03 13:00,33.8,62
2019/10/03 13:01,33.9,63
2019/10/03 13:02,33.9,62
2019/10/03 13:03,33.9,61
2019/10/03 13:04,34.0,61
2019/10/03 13:05,34.0,60
2019/10/03 13:06,33.9,59
2019/10/03 13:07,33.9,60
2019/10/03 13:08,33.9,60
2019/10/03 13:09,34.0,60
2019/10/03 13:10,33.9,59
2019/10/03 13:11,33.9,58
2019/10/03 13:12,33.9,60
2019/10/03 13:13,33.9,59
2019/10/03 13:14,33.9,59
2019/10/03 13:15,34.0,60
2019/10/03 13:16,33.8,59
2019/10/03 13:17,33.8,59
2019/10/03 13:18,33.8,61
2019/10/03 13:19,33.9,61
2019/10/03 13:20,33.9,61
2019/10/03 13:21,33.9,60
2019/10/03 13:22,33.8,60
2019/10/03 13:23,33.8,60
2019/10/03 13:24,33.8,60
2019/10/03 13:25,33.8,60
2019/10/03 13:26,33.9,60
2019/10/03 13:27,33.9,60
2019/10/03 13:28,33.9,60
2019/10/03 13:29,33.9,59
2019/10/03 13:30,33.8,59
2019/10/03 13:31,33.8,59
2019/10/03 13:32,33.7,60
2019/10/03 13:33,33.8,60
2019/10/03 13:34,33.8,61
2019/10/03 13:35,33.9,60
2019/10/03 13:36,33.9,59
2019/10/03 13:37,33.9,59
2019/10/03 13:38,33.9,59
2019/10/03 13:39,33.9,59
2019/10/03 13:40,33.9,59
2019/10/03 13:41,33.9,59
2019/10/03 13:42,33.9,58
2019/10/03 13:43,33.9,58
2019/10/03 13:44,34.0,58
2019/10/03 13:45,34.0,56
2019/10/03 13:46,34.0,57
2019/10/03 13:47,33.9,57
2019/10/03 13:48,33.8,56
2019/10/03 13:49,33.8,57
2019/10/03 13:50,33.8,57
2019/10/03 13:51,33.8,58
2019/10/03 13:52,33.8,59
2019/10/03 13:53,33.8,60
2019/10/03 13:54,33.9,60
2019/10/03 13:55,34.0,60
2019/10/03 13:56,34.0,61
2019/10/03 13:57,34.1,61
2019/10/03 13:58,34.1,61
2019/10/03 13:59,34.1,60
2019/10/03 14:00,34.1,60
2019/10/03 14:01,34.2,60
2019/10/03 14:02,34.2,60
2019/10/03 14:03,34.3,60
2019/10/03 14:04,34.3,59
2019/10/03 14:05,34.3,59
2019/10/03 14:06,34.2,59
2019/10/03 14:07,34.2,58
2019/10/03 14:08,34.1,59
2019/10/03 14:09,34.1,58
2019/10/03 14:10,33.9,58
2019/10/03 14:11,33.9,58
2019/10/03 14:12,33.9,59
2019/10/03 14:13,33.9,58
2019/10/03 14:14,33.9,58
2019/10/03 14:15,34.0,58
2019/10/03 14:16,34.0,58
2019/10/03 14:17,33.9,58
2019/10/03 14:18,33.8,59
2019/10/03 14:19,33.8,60
2019/10/03 14:20,33.7,60
2019/10/03 14:21,33.7,60
2019/10/03 14:22,33.7,60
2019/10/03 14:23,33.7,60
2019/10/03 14:24,33.6,61
2019/10/03 14:25,33.6,61
2019/10/03 14:26,33.7,61
2019/10/03 14:27,33.7,62
2019/10/03 14:28,33.7,62
2019/10/03 14:29,33.7,60
2019/10/03 14:30,33.8,61
2019/10/03 14:31,33.6,61
2019/10/03 14:32,33.5,61
2019/10/03 14:33,33.4,62
2019/10/03 14:34,33.4,62
2019/10/03 14:35,33.4,62
2019/10/03 14:36,33.3,62
2019/10/03 14:37,33.3,63
2019/10/03 14:38,33.4,63
2019/10/03 14:39,33.3,63
2019/10/03 14:40,33.4,63
2019/10/03 14:41,33.4,63
2019/10/03 14:42,33.3,63
